803.1696465237219, 5.584034179729706e-20
807.089943269963, 4.966844691428762e-20
811.0097042552629, 4.3900011994057504e-20
814.929063419857, 3.861778473449017e-20
818.8478868235101, 3.3756827322873255e-20
822.7660405259867, 2.927523028143867e-20
826.6838593778751, 2.5288393121621125e-20
830.6005397377638, 2.1552700033780104e-20
834.5164834263584, 1.8209709230331338e-20
838.4311546827179, 1.5155726531771168e-20
842.1664330849629, 1.2503144475680252e-20
845.5446684902623, 1.0345210399374566e-20
848.5659518663591, 8.594164442975213e-21
851.2303209238078, 7.171428941677117e-21
853.7158498697914, 5.9705185168293474e-21
856.0226307882217, 4.9647238834443044e-21
858.1503830424155, 4.109747920051373e-21
860.277644182413, 3.382329028672989e-21
862.4041686511167, 2.7595444743612812e-21
865.0659666672833, 2.2338293677741397e-21
868.6292531575251, 1.9935542501672895e-21
872.3895515957194, 2.2101580533849025e-21
876.1578328719359, 2.6925920853044987e-21
880.1029085617026, 3.2093645964709062e-21
884.0442339248817, 3.659555809223053e-21
887.982009871826, 4.001558649269741e-21
891.9167721634767, 4.222502805634487e-21
895.8491905010101, 4.33397320990699e-21
899.7793318545437, 4.330335747248427e-21
903.7072631941954, 4.215213210433995e-21
907.632984519965, 3.9974234140193646e-21
911.5562949214998, 3.684450412229626e-21
915.4770604585642, 3.2954150828192694e-21
919.3941426391586, 2.8219669012882383e-21
922.9521236078588, 2.365443899112426e-21
926.1517325948344, 1.9576420551791863e-21
929.7084783369203, 1.6171760855356432e-21
933.6374811984541, 1.5942344668376976e-21
936.8669907484281, 1.878290302097919e-21
939.3855646638858, 2.3104137452211184e-21
941.7240224479585, 2.7930269786132155e-21
944.0619540382497, 3.355530013103955e-21
946.7577894838282, 4.06055819413177e-21
949.8110771350314, 4.923024554530716e-21
953.2216196691913, 5.9660604729237526e-21
956.9890236368668, 7.19340133226778e-21
960.9336975059277, 8.5333870292865e-21
964.8769650025183, 9.956206713474988e-21
968.819094007109, 1.1461089464127092e-20
972.7602854300528, 1.3048124934719445e-20
976.7004053311146, 1.466808449092625e-20
980.639989471235, 1.6385143370074986e-20
984.5788369400616, 1.8144623664329312e-20
988.5170816778293, 1.9950494916796482e-20
992.4550585351266, 2.1866796124902064e-20
996.3924996314827, 2.3815965044514332e-20
999.43485162056, 2.537549369307434e-20
