10371.488597248404, 2.231799573428532e-18
10802.431386244893, 2.0816457827307547e-18
11213.281461160266, 1.9313581619204543e-18
11639.810871881324, 1.7824073319339626e-18
12123.453360949958, 1.6624883120345862e-18
12584.574894582947, 1.5383624307825324e-18
13107.41284025059, 1.4425210307442841e-18
48977.841620594925, 1.2252495826406224e-19
50926.340191524876, 1.1489368242278236e-19
52863.34868178489, 1.0631540883265516e-19
55059.35325818668, 1.0022395794392419e-19
57250.03074373766, 9.353248490214182e-20
59527.78797393934, 8.742727654060957e-20
61895.94105868371, 8.206933326241873e-20
64358.57062788499, 7.667154199705593e-20
67032.4076970794, 7.189483412831895e-20
69581.37962522305, 6.7239030938769e-20
72471.87052108231, 6.338650138292565e-20
75227.85592332813, 5.91241101445158e-20
78352.72813948717, 5.588508001001186e-20
81332.53949982848, 5.198856009040605e-20
84710.99273145724, 4.9140440898916836e-20
87932.41171373286, 4.583601834570209e-20
91584.59509062301, 4.3556200850103334e-20
95388.90604850207, 4.1170036445207395e-20
99016.16116475471, 3.85039257389309e-20
103128.93350552591, 3.649154023876603e-20
107231.41130161771, 3.4340373313663343e-20
111496.74481830266, 3.243090449883166e-20
116127.64882817384, 3.081783804709764e-20
120542.68465335785, 2.905318165259616e-20
125549.30258315986, 2.760811826740363e-20
130539.27034082505, 2.7014888105976093e-20
135736.2873483066, 2.4535994947438627e-20
141373.30719227807, 2.3440055104704295e-20
147244.42797817223, 2.2393067185112494e-20
152842.1361442973, 2.1167084222370164e-20
159189.91361502785, 2.0167871651806832e-20
165800.94386742715, 1.926704109108507e-20
172395.2007043845, 1.8292830928840477e-20
179251.45091903541, 1.73987253728348e-20
186696.04931607287, 1.6577401806410593e-20
194448.04862011754, 1.5963907042722175e-20
201839.34365368448, 1.5170451016804512e-20
210222.05323019967, 1.445431528465257e-20
218950.90001782717, 1.3919391486376373e-20
228043.2330263017, 1.3333099748893506e-20
236711.53711917944, 1.2670403059943198e-20
246540.84693819267, 1.2169065616111228e-20
256777.1345018709, 1.1749946325965859e-20
267438.4290548071, 1.1345262078321885e-20
278073.5360936619, 1.0838709712540773e-20
289130.9011944232, 1.0382371413922944e-20
